x,y,z,p0,p1
-5.196152e-02,3.000000e-02,1.555556e-01,1.000000e+00,5.000000e-01
-5.196152e-02,3.000000e-02,1.500000e-01,1.000000e+00,5.000000e-01
-5.032023e-02,3.267834e-02,1.666667e-01,1.000000e+00,5.446390e-01
-5.032023e-02,3.267834e-02,1.611111e-01,1.000000e+00,5.446390e-01
-5.196152e-02,3.000000e-02,1.611111e-01,1.000000e+00,5.000000e-01
-5.032023e-02,3.267834e-02,1.777778e-01,1.000000e+00,5.446390e-01
-5.032023e-02,3.267834e-02,1.888889e-01,1.000000e+00,5.446390e-01
-5.346039e-02,2.723943e-02,1.777778e-01,1.000000e+00,4.539905e-01
-5.032023e-02,3.267834e-02,1.833333e-01,1.000000e+00,5.446390e-01
-5.196152e-02,3.000000e-02,1.833333e-01,1.000000e+00,5.000000e-01
-5.196152e-02,3.000000e-02,1.777778e-01,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,1.666667e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.722222e-01,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,1.722222e-01,1.000000e+00,5.000000e-01
-5.196152e-02,3.000000e-02,1.666667e-01,1.000000e+00,5.000000e-01
-5.032023e-02,3.267834e-02,1.722222e-01,1.000000e+00,5.446390e-01
-5.346039e-02,2.723943e-02,2.000000e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.944444e-01,1.000000e+00,4.539905e-01
-5.272903e-02,2.862953e-02,2.000000e-01,1.000000e+00,4.771588e-01
-5.346039e-02,2.723943e-02,1.972222e-01,1.000000e+00,4.539905e-01
-5.272903e-02,2.862953e-02,1.972222e-01,1.000000e+00,4.771588e-01
-5.196152e-02,3.000000e-02,1.944444e-01,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,1.111111e-02,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.666667e-02,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,1.111111e-02,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,3.333333e-02,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,2.777778e-02,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,3.333333e-02,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,3.888889e-02,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,5.555556e-02,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,5.555556e-02,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,5.000000e-02,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,6.111111e-02,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,7.777778e-02,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,7.777778e-02,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,7.222222e-02,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,8.333333e-02,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.000000e-01,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,1.000000e-01,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,9.444444e-02,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.055556e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.222222e-01,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,1.222222e-01,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,1.166667e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.277778e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.444444e-01,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,1.444444e-01,1.000000e+00,5.000000e-01
-5.346039e-02,2.723943e-02,1.388889e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.500000e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.611111e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.888889e-01,1.000000e+00,4.539905e-01
-5.346039e-02,2.723943e-02,1.833333e-01,1.000000e+00,4.539905e-01
-5.196152e-02,3.000000e-02,1.888889e-01,1.000000e+00,5.000000e-01
-5.706339e-02,1.854102e-02,2.000000e-01,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,2.000000e-01,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,1.944444e-01,1.000000e+00,3.583679e-01
-5.655849e-02,2.002841e-02,2.000000e-01,1.000000e+00,3.338069e-01
-5.655849e-02,2.002841e-02,1.972222e-01,1.000000e+00,3.338069e-01
-5.601483e-02,2.150208e-02,1.972222e-01,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,2.222222e-02,1.000000e+00,2.588190e-01
-5.601483e-02,2.150208e-02,2.222222e-02,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,3.333333e-02,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,2.222222e-02,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,2.777778e-02,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,2.777778e-02,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,1.111111e-02,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.666667e-02,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,1.666667e-02,1.000000e+00,2.588190e-01
-5.601483e-02,2.150208e-02,1.111111e-02,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,1.111111e-02,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.666667e-02,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,4.444444e-02,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,4.444444e-02,1.000000e+00,2.588190e-01
-5.601483e-02,2.150208e-02,3.888889e-02,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,4.444444e-02,1.000000e+00,3.090170e-01
-5.706339e-02,1.854102e-02,3.888889e-02,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,5.555556e-02,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,5.000000e-02,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,5.000000e-02,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,6.666667e-02,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,6.666667e-02,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,6.666667e-02,1.000000e+00,3.090170e-01
-5.706339e-02,1.854102e-02,6.111111e-02,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,6.111111e-02,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,7.777778e-02,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,7.222222e-02,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,7.222222e-02,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,8.888889e-02,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,8.888889e-02,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,8.888889e-02,1.000000e+00,3.090170e-01
-5.706339e-02,1.854102e-02,8.333333e-02,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,8.333333e-02,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,1.000000e-01,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,9.444444e-02,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,9.444444e-02,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.111111e-01,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,1.111111e-01,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.111111e-01,1.000000e+00,3.090170e-01
-5.706339e-02,1.854102e-02,1.055556e-01,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.055556e-01,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,1.222222e-01,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,1.166667e-01,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,1.166667e-01,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.333333e-01,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,1.333333e-01,1.000000e+00,2.588190e-01
-5.601483e-02,2.150208e-02,1.277778e-01,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,1.333333e-01,1.000000e+00,3.090170e-01
-5.706339e-02,1.854102e-02,1.277778e-01,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.444444e-01,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,1.388889e-01,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,1.388889e-01,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.555556e-01,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,1.555556e-01,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.555556e-01,1.000000e+00,3.090170e-01
-5.706339e-02,1.854102e-02,1.500000e-01,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.500000e-01,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,1.666667e-01,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,1.611111e-01,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,1.611111e-01,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.777778e-01,1.000000e+00,3.583679e-01
-5.601483e-02,2.150208e-02,1.888889e-01,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,1.777778e-01,1.000000e+00,2.588190e-01
-5.601483e-02,2.150208e-02,1.833333e-01,1.000000e+00,3.583679e-01
-5.706339e-02,1.854102e-02,1.833333e-01,1.000000e+00,3.090170e-01
-5.706339e-02,1.854102e-02,1.777778e-01,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,1.666667e-01,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.722222e-01,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,1.722222e-01,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.666667e-01,1.000000e+00,3.090170e-01
-5.601483e-02,2.150208e-02,1.722222e-01,1.000000e+00,3.583679e-01
-5.795555e-02,1.552914e-02,2.000000e-01,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.944444e-01,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.972222e-01,1.000000e+00,2.588190e-01
-5.752918e-02,1.704092e-02,1.972222e-01,1.000000e+00,2.840153e-01
-5.752918e-02,1.704092e-02,2.000000e-01,1.000000e+00,2.840153e-01
-5.706339e-02,1.854102e-02,1.944444e-01,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,3.333333e-02,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,2.777778e-02,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,3.333333e-02,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,3.888889e-02,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,5.555556e-02,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,5.555556e-02,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,5.000000e-02,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,6.111111e-02,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,7.777778e-02,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,7.777778e-02,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,7.222222e-02,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,8.333333e-02,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.000000e-01,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.000000e-01,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,9.444444e-02,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.055556e-01,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.222222e-01,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.222222e-01,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,1.166667e-01,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.277778e-01,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.444444e-01,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.444444e-01,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,1.388889e-01,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.500000e-01,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.611111e-01,1.000000e+00,2.588190e-01
-5.795555e-02,1.552914e-02,1.888889e-01,1.000000e+00,2.588190e-01
-5.706339e-02,1.854102e-02,1.888889e-01,1.000000e+00,3.090170e-01
-5.795555e-02,1.552914e-02,1.833333e-01,1.000000e+00,2.588190e-01
-5.926130e-02,9.386068e-03,2.000000e-01,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,1.944444e-01,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,2.000000e-01,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.972222e-01,1.000000e+00,1.564345e-01
-5.948669e-02,7.831572e-03,2.000000e-01,1.000000e+00,1.305262e-01
-5.948669e-02,7.831572e-03,1.972222e-01,1.000000e+00,1.305262e-01
-5.926130e-02,9.386068e-03,1.111111e-02,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,2.222222e-02,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,2.222222e-02,1.000000e+00,5.233596e-02
-5.926130e-02,9.386068e-03,1.666667e-02,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,2.222222e-02,1.000000e+00,1.045285e-01
-5.967131e-02,6.271708e-03,1.666667e-02,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,3.333333e-02,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,2.777778e-02,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,2.777778e-02,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,4.444444e-02,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,4.444444e-02,1.000000e+00,5.233596e-02
-5.926130e-02,9.386068e-03,3.888889e-02,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,4.444444e-02,1.000000e+00,1.045285e-01
-5.967131e-02,6.271708e-03,3.888889e-02,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,5.555556e-02,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,5.000000e-02,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,5.000000e-02,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,6.666667e-02,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,6.666667e-02,1.000000e+00,5.233596e-02
-5.926130e-02,9.386068e-03,6.111111e-02,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,6.666667e-02,1.000000e+00,1.045285e-01
-5.967131e-02,6.271708e-03,6.111111e-02,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,7.777778e-02,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,7.222222e-02,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,7.222222e-02,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,8.888889e-02,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,8.888889e-02,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,8.888889e-02,1.000000e+00,1.045285e-01
-5.967131e-02,6.271708e-03,8.333333e-02,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,8.333333e-02,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,1.000000e-01,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,9.444444e-02,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,9.444444e-02,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.111111e-01,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,1.111111e-01,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,1.111111e-01,1.000000e+00,1.045285e-01
-5.967131e-02,6.271708e-03,1.055556e-01,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.055556e-01,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,1.222222e-01,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,1.166667e-01,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,1.166667e-01,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.333333e-01,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,1.333333e-01,1.000000e+00,5.233596e-02
-5.926130e-02,9.386068e-03,1.277778e-01,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,1.333333e-01,1.000000e+00,1.045285e-01
-5.967131e-02,6.271708e-03,1.277778e-01,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.444444e-01,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,1.388889e-01,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,1.388889e-01,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.555556e-01,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,1.555556e-01,1.000000e+00,5.233596e-02
-5.926130e-02,9.386068e-03,1.500000e-01,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,1.555556e-01,1.000000e+00,1.045285e-01
-5.967131e-02,6.271708e-03,1.500000e-01,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.666667e-01,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,1.611111e-01,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,1.611111e-01,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.777778e-01,1.000000e+00,1.564345e-01
-5.926130e-02,9.386068e-03,1.888889e-01,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,1.777778e-01,1.000000e+00,5.233596e-02
-5.926130e-02,9.386068e-03,1.833333e-01,1.000000e+00,1.564345e-01
-5.967131e-02,6.271708e-03,1.833333e-01,1.000000e+00,1.045285e-01
-5.967131e-02,6.271708e-03,1.777778e-01,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,1.666667e-01,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,1.722222e-01,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,1.722222e-01,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,1.666667e-01,1.000000e+00,1.045285e-01
-5.926130e-02,9.386068e-03,1.722222e-01,1.000000e+00,1.564345e-01
-5.991777e-02,3.140157e-03,2.000000e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.944444e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.972222e-01,1.000000e+00,5.233596e-02
-5.981504e-02,4.707546e-03,1.972222e-01,1.000000e+00,7.845910e-02
-5.981504e-02,4.707546e-03,2.000000e-01,1.000000e+00,7.845910e-02
-5.967131e-02,6.271708e-03,1.944444e-01,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,1.111111e-02,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.666667e-02,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,1.111111e-02,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,3.333333e-02,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,2.777778e-02,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,3.333333e-02,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,3.888889e-02,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,5.555556e-02,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,5.555556e-02,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,5.000000e-02,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,6.111111e-02,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,7.777778e-02,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,7.777778e-02,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,7.222222e-02,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,8.333333e-02,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.000000e-01,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,1.000000e-01,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,9.444444e-02,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.055556e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.222222e-01,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,1.222222e-01,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,1.166667e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.277778e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.444444e-01,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,1.444444e-01,1.000000e+00,1.045285e-01
-5.991777e-02,3.140157e-03,1.388889e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.500000e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.611111e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.888889e-01,1.000000e+00,5.233596e-02
-5.991777e-02,3.140157e-03,1.833333e-01,1.000000e+00,5.233596e-02
-5.967131e-02,6.271708e-03,1.888889e-01,1.000000e+00,1.045285e-01
-5.967131e-02,-6.271708e-03,2.000000e-01,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,2.000000e-01,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,1.944444e-01,1.000000e+00,-5.233596e-02
-5.981504e-02,-4.707546e-03,2.000000e-01,1.000000e+00,-7.845910e-02
-5.981504e-02,-4.707546e-03,1.972222e-01,1.000000e+00,-7.845910e-02
-5.991777e-02,-3.140157e-03,1.972222e-01,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,2.222222e-02,1.000000e+00,-5.233596e-02
-5.926130e-02,-9.386068e-03,2.222222e-02,1.000000e+00,-1.564345e-01
-5.991777e-02,-3.140157e-03,1.111111e-02,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,2.222222e-02,1.000000e+00,-1.045285e-01
-5.967131e-02,-6.271708e-03,1.666667e-02,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,1.666667e-02,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,3.333333e-02,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,2.777778e-02,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,2.777778e-02,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,4.444444e-02,1.000000e+00,-5.233596e-02
-5.926130e-02,-9.386068e-03,4.444444e-02,1.000000e+00,-1.564345e-01
-5.991777e-02,-3.140157e-03,3.888889e-02,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,4.444444e-02,1.000000e+00,-1.045285e-01
-5.967131e-02,-6.271708e-03,3.888889e-02,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,5.555556e-02,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,5.000000e-02,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,5.000000e-02,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,6.666667e-02,1.000000e+00,-5.233596e-02
-5.926130e-02,-9.386068e-03,6.666667e-02,1.000000e+00,-1.564345e-01
-5.991777e-02,-3.140157e-03,6.111111e-02,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,6.666667e-02,1.000000e+00,-1.045285e-01
-5.967131e-02,-6.271708e-03,6.111111e-02,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,7.777778e-02,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,7.222222e-02,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,7.222222e-02,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,8.888889e-02,1.000000e+00,-5.233596e-02
-5.926130e-02,-9.386068e-03,8.888889e-02,1.000000e+00,-1.564345e-01
-5.967131e-02,-6.271708e-03,8.888889e-02,1.000000e+00,-1.045285e-01
-5.967131e-02,-6.271708e-03,8.333333e-02,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,8.333333e-02,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,1.000000e-01,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,9.444444e-02,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,9.444444e-02,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,1.111111e-01,1.000000e+00,-5.233596e-02
-5.926130e-02,-9.386068e-03,1.111111e-01,1.000000e+00,-1.564345e-01
-5.991777e-02,-3.140157e-03,1.055556e-01,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,1.111111e-01,1.000000e+00,-1.045285e-01
-5.967131e-02,-6.271708e-03,1.055556e-01,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,1.222222e-01,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,1.166667e-01,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,1.166667e-01,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,1.333333e-01,1.000000e+00,-5.233596e-02
-5.926130e-02,-9.386068e-03,1.333333e-01,1.000000e+00,-1.564345e-01
-5.967131e-02,-6.271708e-03,1.333333e-01,1.000000e+00,-1.045285e-01
-5.967131e-02,-6.271708e-03,1.277778e-01,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,1.277778e-01,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,1.444444e-01,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,1.388889e-01,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,1.388889e-01,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,1.555556e-01,1.000000e+00,-5.233596e-02
-5.926130e-02,-9.386068e-03,1.555556e-01,1.000000e+00,-1.564345e-01
-5.967131e-02,-6.271708e-03,1.555556e-01,1.000000e+00,-1.045285e-01
-5.967131e-02,-6.271708e-03,1.500000e-01,1.000000e+00,-1.045285e-01
-5.991777e-02,-3.140157e-03,1.500000e-01,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,1.666667e-01,1.000000e+00,-5.233596e-02
-5.991777e-02,-3.140157e-03,1.611111e-01,1.000000e+00,-5.233596e-02
-5.967131e-02,-6.271708e-03,1.611111e-01,1.000000e+00,-1.045285e-01
