x,y,z,real,imag
-5.8554538726806639e-02,1.3647901916503907e-01,-2.0658126831054688e-01,2.1285087684508373e+00,3.5818004630336153e+00
-1.2926730346679688e-01,9.2089561462402339e-02,-1.7781239318847655e-01,1.6962072260623189e+00,4.3217609368224768e+00
2.9171949386596681e-02,4.9044127464294438e-03,-1.1539991760253906e-01,5.5540676572254533e-01,1.1831363441304559e+00
5.8723926544189453e-02,3.3486873626708984e-02,-1.1531092834472656e-01,7.1462289466841500e-01,1.2183855561473389e+00
-9.0896858215332027e-02,1.4736571311950684e-02,-1.3811312866210937e-01,9.8906357643995568e-01,3.6171467803568964e+00
1.2810738563537597e-02,1.2490070343017579e-01,-2.1300856018066405e-01,2.2153144120024084e+00,1.9900174757419398e+00
-3.6576133728027344e-02,6.5341613769531251e-02,-1.1526165008544922e-01,1.2044338736448912e+00,3.5416476950011391e+00
5.7099952697753906e-02,1.5481001281738282e-01,-2.0249398803710938e-01,2.1838602487883509e+00,2.2290461339123047e+00
2.7335771560668944e-02,4.6918788909912107e-02,-1.1540314483642578e-01,9.1108302120603235e-01,2.1944613650550129e+00
-3.6042655944824219e-02,8.5612319946289067e-02,-1.3969888305664063e-01,1.5037171910820335e+00,3.9940901759159999e+00
-8.7845779418945308e-02,1.2209663391113281e-02,-1.1866607666015624e-01,9.0945702604894418e-01,3.3784372420038591e+00
-1.2719607543945313e-01,5.9871341705322267e-02,-1.5015138244628906e-01,1.4060270355821141e+00,4.2684577689460905e+00
-3.4150951385498049e-02,5.9344226837158204e-02,-1.1538809204101562e-01,1.1492905151644617e+00,3.4229603960142145e+00
-4.8288955688476562e-02,7.6234054565429685e-02,-1.2533287811279298e-01,1.3610994957584923e+00,3.9040907146171264e+00
7.2591476440429681e-02,9.8900444030761717e-02,-1.4664300537109376e-01,1.5408816003558812e+00,2.7544499424974762e+00
8.0010574340820317e-02,1.1866571807861329e-01,-1.4686053466796875e-01,1.7425603895843929e+00,2.8439444568887842e+00
-1.0458576965332031e-01,1.2066848754882813e-01,-1.8743792724609376e-01,1.9080583161722040e+00,4.2045964541417771e+00
3.1319566726684574e-02,1.4486676025390624e-01,-2.1316529846191407e-01,2.2148957804047944e+00,2.1500394760933084e+00
7.5764038085937499e-02,1.4869349670410156e-01,-1.6126147460937501e-01,2.0007304741542544e+00,2.8111156633482217e+00
6.6409080505371088e-02,1.5822412109375000e-01,-1.8953024291992188e-01,2.1468482962512780e+00,2.4416427955538444e+00
-6.4023303985595702e-03,9.5383243560791010e-03,-1.1540000152587891e-01,6.8166291253765943e-01,2.0577494078431808e+00
5.4323783874511720e-02,2.6977363586425780e-02,-1.1538287353515625e-01,6.6788621824637107e-01,1.1417239830941639e+00
-4.2304244995117188e-02,8.2684654235839844e-02,-1.3627156066894530e-01,1.4649264302170999e+00,4.0028627256668088e+00
7.5694114685058600e-02,1.0517682647705077e-01,-1.4646743774414062e-01,1.6080996957787757e+00,2.7957541515738602e+00
7.7913101196289067e-02,1.1181025695800781e-01,-1.4650016784667969e-01,1.6757376649384823e+00,2.8280216535691753e+00
-4.8011981964111328e-02,7.3473381042480468e-02,-1.1740563201904297e-01,1.2944056833139830e+00,3.7861542393541123e+00
-2.6233728408813477e-02,3.2237894535064697e-03,-1.1539995574951172e-01,6.8416073356651097e-01,2.3096783571940205e+00
-1.2389205932617188e-01,5.2566730499267578e-02,-1.4777445983886719e-01,1.3467184588235617e+00,4.2130334995102610e+00
-9.8538925170898434e-02,1.2529956054687499e-01,-1.8934245300292968e-01,1.9449475853423825e+00,4.1548844299429506e+00
3.7604183197021482e-02,1.4939300537109376e-01,-2.1081596374511719e-01,2.2098929908611504e+00,2.1958764004277986e+00
7.4817840576171871e-02,1.5324395751953124e-01,-1.6768440246582031e-01,2.0466035663877804e+00,2.7347902484487299e+00
7.0053848266601562e-02,1.5789277648925781e-01,-1.8231578063964843e-01,2.1198368977961097e+00,2.5452837902183298e+00
6.2047100067138670e-02,1.5717228698730468e-01,-1.9632611083984375e-01,2.1680185890271408e+00,2.3353934714598781e+00
5.0860534667968749e-02,7.3447723388671879e-02,-1.2118901062011719e-01,1.1452880415317250e+00,2.4083181227371853e+00
7.6104759216308590e-02,1.4314112854003908e-01,-1.5576724243164061e-01,1.9493667859173964e+00,2.8689070989583789e+00
-1.4371339797973632e-02,9.6943969726562499e-03,-1.1540000152587891e-01,7.0278228057481051e-01,2.2155875789313355e+00
1.4829810857772828e-03,9.5352191925048829e-03,-1.1540000152587891e-01,6.6185091619992842e-01,1.8985607955983796e+00
-1.1021022033691406e-01,1.1564705657958985e-01,-1.8520747375488281e-01,1.8685793425900112e+00,4.2477371286414778e+00
6.4753883361816408e-02,8.1229347229003906e-02,-1.4639389038085937e-01,1.3479041022584155e+00,2.5418408239611474e+00
-1.0097866058349610e-01,2.0129751205444336e-02,-1.4610156250000000e-01,1.0611167954807363e+00,3.7815614885148205e+00
2.3511045455932616e-02,3.9773494720458984e-02,-1.1540400695800782e-01,8.5601653954231027e-01,2.1097122338438199e+00
5.8932060241699218e-02,4.6888313293457030e-02,-1.1520471954345703e-01,8.4141311345903758e-01,1.5847623498443137e+00
2.8934505462646483e-02,9.9448898315429690e-02,-1.4588359069824219e-01,1.5591939121441163e+00,3.3074561673721568e+00
-2.1616006851196291e-02,1.0909260559082032e-01,-1.4675100708007813e-01,1.6765498382793025e+00,3.9805370113258900e+00
6.8689147949218751e-02,9.2933616638183600e-02,-1.4690463256835937e-01,1.4757773496242077e+00,2.7109133009858803e+00
-1.7535577774047850e-02,4.0771972656250002e-02,-1.1539990234375000e-01,9.5867982271696250e-01,2.8677123080940032e+00
-7.5307884216308596e-03,3.6530460357666016e-02,-1.1539991760253906e-01,9.0019103168499737e-01,2.6180174385599848e+00
-2.3346189498901368e-02,1.3749073791503907e-01,-2.1212329101562499e-01,2.2069367853409654e+00,2.9463813847197966e+00
3.6328330993652347e-02,1.6791368484497072e-02,-1.1540084838867187e-01,6.2958933142774287e-01,1.2984295336087139e+00
-3.3108108520507815e-02,1.0081971740722656e-01,-1.4667965698242189e-01,1.6252000302941243e+00,4.0600692185153964e+00
9.8304090499877934e-03,1.1491603088378906e-01,-1.4676579284667968e-01,1.6998214847716246e+00,3.6599668156926333e+00
-3.8145938873291013e-02,1.4344859313964844e-01,-2.0808604431152344e-01,2.1782617275359164e+00,3.3064494051266182e+00
3.9913791656494141e-02,9.0320358276367183e-02,-1.4473439025878906e-01,1.4646818428163888e+00,3.0414343841679385e+00
-3.2864765167236326e-02,2.7778553962707520e-03,-1.1539992523193360e-01,6.9731004711508437e-01,2.4185647057754340e+00
4.8100631713867185e-02,8.0696861267089845e-02,-1.3999922180175781e-01,1.3431130235184841e+00,2.7465680635456522e+00
4.7286026000976561e-02,5.4654582977294919e-02,-1.1520645904541016e-01,9.4195346373458611e-01,2.0049655577904231e+00
7.2847366333007812e-02,1.5615759277343749e-01,-1.7495851135253906e-01,2.0865314554591694e+00,2.6445486033285110e+00
-1.1911901473999023e-02,4.1179218292236329e-02,-1.1539991760253906e-01,9.4943625938293152e-01,2.7834888346687170e+00
5.1654899597167972e-02,7.5103363037109377e-02,-1.2859046936035157e-01,1.2072404736894846e+00,2.4868874217658128e+00
1.7308927536010741e-02,1.2999877929687501e-01,-2.1428999328613282e-01,2.2169055466713377e+00,2.0187593606577172e+00
-1.3175090026855468e-01,7.9677185058593752e-02,-1.6242300415039063e-01,1.5706102977757588e+00,4.3510820304870510e+00
5.8029258728027347e-02,7.0074005126953123e-02,-1.2532095336914062e-01,1.1203773442392595e+00,2.2423954162547135e+00
-1.5465337753295899e-02,1.3506950378417970e-01,-2.1286943054199220e-01,2.2160278291685134e+00,2.7559154198042202e+00
1.6924236297607424e-02,1.0885388946533203e-01,-1.4679594421386719e-01,1.6480188323272498e+00,3.5409179214609012e+00
4.2203258514404297e-02,2.1777343750000001e-02,-1.1540364837646484e-01,6.5482899923633042e-01,1.2862209655883716e+00
-3.6861415863037109e-02,9.2558105468749999e-02,-1.4518713378906251e-01,1.5679755934291237e+00,4.0582711967359133e+00
7.5924705505371087e-02,1.3676216125488280e-01,-1.5167851257324219e-01,1.8943284007025936e+00,2.9063514058877935e+00
-3.0852149963378907e-02,1.4067547607421876e-01,-2.1044149780273438e-01,2.1943066013977868e+00,3.1333930685207743e+00
-1.2100508880615235e-01,1.0401185607910156e-01,-1.7980590820312500e-01,1.7766120856802032e+00,4.3139395042925912e+00
-8.8837181091308587e-02,1.5361470222473144e-02,-1.2591629028320311e-01,9.5592029642434162e-01,3.5077154598013287e+00
-4.7837821960449216e-02,7.7755653381347656e-02,-1.3325473022460937e-01,1.4207776163432875e+00,3.9980978574290846e+00
8.1643737792968754e-02,1.2565398406982423e-01,-1.4834230041503907e-01,1.8072360967390524e+00,2.8432356909159049e+00
5.0942722320556640e-02,6.1488807678222658e-02,-1.1531442260742188e-01,1.0027013834579379e+00,2.1047499523429090e+00
5.6707164764404294e-02,7.8429794311523443e-02,-1.4349644470214845e-01,1.3208234194263460e+00,2.5879495258623519e+00
9.2856168746948235e-03,9.5255985260009769e-03,-1.1540000152587891e-01,6.4222802887468733e-01,1.7354889742052637e+00
2.4773374557495117e-02,1.4028984069824219e-01,-2.1418475341796875e-01,2.2181947129011887e+00,2.1312771675938174e+00
3.5380962371826169e-02,4.7387340545654300e-02,-1.1538555908203126e-01,8.9802638316758687e-01,2.0541178809842875e+00
-3.5666282653808591e-02,5.2591484069824217e-02,-1.1540809631347657e-01,1.0966295030764839e+00,3.3408129944260949e+00
-5.1824676513671876e-02,1.4125669860839843e-01,-2.0588906860351563e-01,2.1455557125984894e+00,3.5216422263796421e+00
-6.6249076843261714e-02,1.3861212158203126e-01,-2.0221162414550781e-01,2.0994847495896169e+00,3.7425271368857063e+00
-1.1698340606689453e-01,2.7454143524169923e-02,-1.4649992370605469e-01,1.1471542421049927e+00,3.9417807719134448e+00
-1.2411747741699218e-01,3.8572494506835940e-02,-1.4699858093261720e-01,1.2434695146833827e+00,4.0836559853982592e+00
-3.9059383392333988e-02,5.5747175216674808e-03,-1.1539995574951172e-01,7.3416852129978105e-01,2.5788320691534938e+00
-6.7178146362304694e-02,1.1451374053955079e-02,-1.1536267852783202e-01,8.4929822435318381e-01,3.1077355741434212e+00
-1.2190857696533203e-01,3.2131126403808594e-02,-1.4659242248535156e-01,1.1912622407454396e+00,4.0093172672324240e+00
5.7542556762695311e-02,6.1635498046875001e-02,-1.1584970092773438e-01,9.9259195353014729e-01,1.9949359768384824e+00
-4.1232604980468747e-03,1.1855070495605469e-01,-1.4668327331542969e-01,1.7348464276286220e+00,3.8295264629078813e+00
4.6438817977905271e-03,3.1006286621093750e-02,-1.1539989471435547e-01,8.2557380051069484e-01,2.2852914063988763e+00
-8.8970466613769533e-02,1.7305234909057617e-02,-1.3205207824707033e-01,9.9020286782373501e-01,3.5988741381099714e+00
-1.2537854766845702e-01,7.3581695556640625e-02,-1.5249095153808595e-01,1.5033734020922440e+00,4.3454697641520763e+00
4.5430347442626952e-02,8.5787376403808596e-02,-1.4275064086914063e-01,1.4079057011075697e+00,2.8863943459517554e+00
6.5088012695312503e-02,8.7753555297851560e-02,-1.4694824218749999e-01,1.4211803048800145e+00,2.6710799572681689e+00
5.5142482757568362e-02,4.0561946868896484e-02,-1.1527530670166015e-01,7.8923085841558427e-01,1.4905086595161838e+00
-1.3027719116210937e-01,8.6232086181640619e-02,-1.6621832275390624e-01,1.6224253202575976e+00,4.3599238723883182e+00
-9.2304939270019537e-02,1.2984754943847657e-01,-1.9104345703125000e-01,1.9793434025802981e+00,4.0992276939403522e+00
-1.1627280235290527e-02,1.1672067260742187e-01,-1.4671179199218751e-01,1.7256487234512408e+00,3.9033391416217578e+00
-5.9153518676757812e-02,1.1207314491271972e-02,-1.1540476989746094e-01,8.2670964499452526e-01,2.9917512652170681e+00
-2.2599452972412108e-02,1.0251410484313965e-02,-1.1540000152587891e-01,7.2802067311303587e-01,2.3807858748569695e+00
-3.0167634487152100e-03,3.0282455444335936e-02,-1.1539991760253906e-01,8.3789239532650273e-01,2.4144185560547338e+00
-9.3700859069824213e-02,2.0188961029052734e-02,-1.4275209045410156e-01,1.0458713334181851e+00,3.7382584692968770e+00
-7.4758872985839844e-02,1.3061485290527343e-02,-1.1522341918945313e-01,8.8041752153547082e-01,3.2323044259827016e+00
5.5631793975830075e-02,5.4615703582763672e-02,-1.1522635650634766e-01,9.2504482742267269e-01,1.8497651139685616e+00
-1.2266214752197266e-01,6.6681213378906257e-02,-1.4946705627441406e-01,1.4484074543750702e+00,4.3112817356424253e+00
2.5963039398193360e-02,1.0695167541503907e-01,-1.4707859802246093e-01,1.6254897221744777e+00,3.4128158606429242e+00
3.7029930114746097e-02,9.8294761657714849e-02,-1.4652947998046875e-01,1.5428698181118072e+00,3.1852457310451943e+00
1.2308766365051269e-02,3.1837776184082033e-02,-1.1539997863769531e-01,8.1440669580742275e-01,2.1555680954068910e+00
3.5225458145141603e-03,1.2059876251220703e-01,-1.4660684204101562e-01,1.7458743513908987e+00,3.7520885823765537e+00
1.7010585784912109e-02,9.8590002059936524e-03,-1.1539998626708985e-01,6.2481614888234749e-01,1.5751658676220930e+00
-1.1555352783203125e-01,1.1025537872314453e-01,-1.8259455871582031e-01,1.8255520980259066e+00,4.2849912646066555e+00
4.3429161071777342e-02,4.7832729339599610e-02,-1.1533412933349610e-01,8.8445316191844725e-01,1.9102110373893375e+00
2.9360588073730470e-02,1.3110611915588379e-02,-1.1539997863769531e-01,6.1855788259237654e-01,1.3733040461985078e+00
-8.1487747192382817e-02,1.3193434143066407e-01,-1.9894154357910157e-01,2.0396694214717748e+00,3.9283602608777146e+00
-1.1963488006591796e-01,4.5019695281982422e-02,-1.4665759277343751e-01,1.2843809327161155e+00,4.1416898091950447e+00
-1.4738733291625977e-02,3.5238395690917967e-02,-1.1539993286132813e-01,9.0623436601995111e-01,2.7187406414417219e+00
-4.4371170043945314e-02,6.5691139221191408e-02,-1.1510987854003907e-01,1.2219771066817950e+00,3.6419396309337753e+00
5.6374885559082030e-02,7.1986656188964840e-02,-1.3217092895507812e-01,1.1922729287540275e+00,2.3775578066460108e+00
4.3549129486083984e-02,1.5348422241210938e-01,-2.0716162109375000e-01,2.2024321725003784e+00,2.2614109008901324e+00
-4.5137691497802737e-02,1.4579675292968750e-01,-2.0502783203125000e-01,2.1591436383282194e+00,3.4655971298205568e+00
-2.9700788497924804e-02,1.0877318572998047e-01,-1.4682310485839845e-01,1.6791964006021880e+00,4.0556197670338161e+00
-7.1757740974426271e-03,1.3397843933105469e-01,-2.1329942321777343e-01,2.2215913997366048e+00,2.5753829420783387e+00
-5.4237613677978518e-02,7.1221061706542965e-02,-1.2229605865478516e-01,1.3116463165588639e+00,3.8769189585605766e+00
-2.9541452407836913e-02,4.0330997467041017e-02,-1.1539982604980469e-01,9.8244188308447411e-01,3.0509986144534080e+00
5.4199966430664062e-02,1.5943391418457031e-01,-1.9650807189941405e-01,2.1763849889670110e+00,2.4352251893395027e+00
-8.9963424682617185e-02,2.2048007965087889e-02,-1.3607722473144532e-01,1.0384051215087906e+00,3.7027364266749583e+00
1.9833747863769530e-02,3.2639369964599610e-02,-1.1540049743652343e-01,8.0286148722633377e-01,2.0231102521707349e+00
-1.8317586898803712e-02,1.1491609191894531e-01,-1.4671394348144531e-01,1.7162075947223785e+00,3.9649891798497565e+00
4.6958576202392577e-02,2.7852283477783204e-02,-1.1540374755859376e-01,6.9491085622375470e-01,1.3333457298032574e+00
5.2911628723144533e-02,7.6302124023437501e-02,-1.3613333129882813e-01,1.2670575851807553e+00,2.5558952016993639e+00
1.7942268371582030e-02,1.3654145812988280e-01,-2.1441361999511718e-01,2.2205780328766771e+00,2.1527177262697426e+00
-8.1855827331542966e-02,1.6455459594726562e-02,-1.1551155090332031e-01,9.2431847881934548e-01,3.3734778960773824e+00
-5.3738185882568359e-02,7.3123100280761716e-02,-1.3026847839355468e-01,1.3741957923769774e+00,3.9824924668179142e+00
-2.2645730972290039e-02,3.5511695861816406e-02,-1.1539994049072265e-01,9.2770123203230481e-01,2.8575472709394085e+00
5.1182075500488283e-02,3.4128505706787111e-02,-1.1537390899658204e-01,7.3947634732419110e-01,1.4039129326726725e+00
5.5344184875488284e-02,6.8030433654785158e-02,-1.1714132690429688e-01,1.0640209214501986e+00,2.1931978735790896e+00
-3.1427234649658201e-02,1.0356545448303223e-02,-1.1539994049072265e-01,7.5056813521161425e-01,2.5383243384062220e+00
-5.8570587158203125e-02,1.4357756042480468e-01,-2.0164895629882812e-01,2.1210780438074917e+00,3.6739438239633699e+00
7.5643829345703129e-02,1.3024171447753907e-01,-1.4867454528808594e-01,1.8376630664093148e+00,2.9216175150166004e+00
-1.2796649169921875e-01,9.2459220886230473e-02,-1.6992184448242187e-01,1.6720654430610347e+00,4.3595840168374558e+00
5.8833026885986330e-02,1.6090650939941406e-01,-1.9011158752441407e-01,2.1564650400135665e+00,2.5284150457448673e+00
1.1822062730789185e-03,1.3340470886230468e-01,-2.1364219665527343e-01,2.2236759706289106e+00,2.4001310269903890e+00
1.0035076141357423e-02,1.3300959777832030e-01,-2.1398680114746094e-01,2.2224160983583729e+00,2.2232735463394162e+00
-4.0759010314941405e-02,5.8325828552246092e-02,-1.1537217712402344e-01,1.1549547211820361e+00,3.4962443589731489e+00
-1.2494524383544922e-01,9.8321762084960934e-02,-1.7457179260253905e-01,1.7236205509511457e+00,4.3447045811197267e+00
-1.1939517211914062e-01,5.9532299041748046e-02,-1.4738182067871095e-01,1.3914586380970935e+00,4.2632985231687508e+00
3.1932472229003910e-02,3.9513614654541014e-02,-1.1540639495849610e-01,8.3476472477109076e-01,1.9393148595494254e+00
4.9109672546386721e-02,1.5692488098144530e-01,-2.0231201171874999e-01,2.1915313175446167e+00,2.3437281153700709e+00
-3.6413753509521488e-02,4.4729946136474609e-02,-1.1540122222900391e-01,1.0341487224008508e+00,3.2282219932658269e+00
-1.0388644409179687e-01,2.8095256805419921e-02,-1.4681703186035155e-01,1.1297531519446302e+00,3.9057983461155596e+00
7.2400238037109377e-02,1.1695131683349609e-01,-1.4653289794921875e-01,1.7172246763158348e+00,2.9224943081379151e+00
1.7213794708251955e-02,1.1825419616699219e-01,-1.4666876220703126e-01,1.7213170580850823e+00,3.5879777119059524e+00
6.9250846862792967e-02,1.4694837951660156e-01,-1.5664173889160157e-01,1.9707830161527036e+00,2.9408843736727177e+00
-1.0109184265136718e-01,1.2560822296142579e-01,-1.8194294738769531e-01,1.9124878567692920e+00,4.2331328971408526e+00
-1.0195184707641601e-02,1.6318576812744141e-02,-1.1540000152587891e-01,7.4354393058591006e-01,2.2688252775470916e+00
-3.1614501953124999e-02,1.4804010009765625e-01,-2.0683039855957031e-01,2.1866672756458545e+00,3.2618036704221969e+00
6.5086021423339843e-02,9.9629562377929692e-02,-1.4681613159179688e-01,1.5448112980976449e+00,2.8493136227603060e+00
3.0152816772460938e-02,1.5177818298339843e-01,-2.0979365539550782e-01,2.2144528528478662e+00,2.3492466285810458e+00
6.5636917114257814e-02,1.5902810668945314e-01,-1.7593673706054688e-01,2.1001789831992288e+00,2.7131167496703266e+00
-1.1055558013916016e-01,3.0186605453491212e-02,-1.4668223571777345e-01,1.1570547485221414e+00,3.9566457154219696e+00
-1.0472533226013183e-02,2.9480688095092772e-02,-1.1539995574951172e-01,8.4917987495274772e-01,2.5343406313964123e+00
7.0400344848632807e-02,1.1023503112792969e-01,-1.4648867797851561e-01,1.6528746412396469e+00,2.8992851751405828e+00
1.0919410705566407e-02,1.2329808807373047e-01,-1.4654252624511718e-01,1.7626987630148796e+00,3.6773214752602170e+00
5.8866371154785158e-02,8.5787612915039058e-02,-1.4590153503417969e-01,1.4014122151707067e+00,2.7096930856170003e+00
6.9107963562011723e-02,1.4064575195312501e-01,-1.5217897033691405e-01,1.9168295809195446e+00,2.9854371280907128e+00
2.3976737976074219e-02,1.1451612091064453e-01,-1.4680105590820314e-01,1.6887986413048552e+00,3.4889185032570618e+00
2.3638134002685548e-02,9.8228559494018559e-03,-1.1539993286132813e-01,6.0800531019848703e-01,1.4273485309469112e+00
-1.0660739135742188e-01,1.2060497283935546e-01,-1.7996495056152345e-01,1.8755925949329102e+00,4.2738421850135619e+00
-1.7979011535644532e-02,1.6523082733154296e-02,-1.1540000152587891e-01,7.6436324925577837e-01,2.4176179996513127e+00
-3.8592449188232424e-02,1.5022479248046874e-01,-2.0364649963378906e-01,2.1688110242525496e+00,3.4207447376781608e+00
5.1338050842285154e-02,4.7680934906005862e-02,-1.1524919891357421e-01,8.6588839385560845e-01,1.7536819061994895e+00
7.4443305969238288e-02,1.2356510162353515e-01,-1.4713320922851564e-01,1.7784474298670556e+00,2.9274408828582268e+00
-7.4370658874511719e-02,1.3562620544433593e-01,-2.0019929504394532e-01,2.0690992419899050e+00,3.8486282919990158e+00
3.5646598815917967e-02,1.5571929931640624e-01,-2.0626364135742187e-01,2.2073535630890850e+00,2.4054700674753997e+00
6.9204246520996091e-02,1.0431752014160156e-01,-1.4658244323730468e-01,1.5938128159104739e+00,2.8567694969243007e+00
2.4173391342163085e-02,1.4784709167480470e-01,-2.1210539245605470e-01,2.2193001600492712e+00,2.3242209872037716e+00
-1.2693888092041017e-01,7.9677116394042971e-02,-1.5656047058105468e-01,1.5538711444875024e+00,4.3655560138966143e+00
-8.5737289428710936e-02,1.3409352111816406e-01,-1.9260096740722657e-01,2.0115710151877249e+00,4.0363218127957019e+00
-8.6034622192382809e-02,2.0223749160766601e-02,-1.2085337066650391e-01,9.7201104982714703e-01,3.5103884768894202e+00
6.2644943237304684e-02,1.6058340454101563e-01,-1.8306233215332032e-01,2.1311408872003690e+00,2.6217130018079375e+00
6.8886558532714845e-02,1.5224972534179687e-01,-1.6233007812500000e-01,2.0198921943863497e+00,2.8773994059777923e+00
-2.4288604259490969e-03,1.6438791275024414e-02,-1.1540000152587891e-01,7.2516874992444447e-01,2.1210701330361705e+00
-4.6334098815917969e-02,8.5327682495117182e-03,-1.1540087890625000e-01,7.7420896362969860e-01,2.7504092130822833e+00
6.7709129333496099e-02,1.5623092651367188e-01,-1.6892926025390625e-01,2.0631410581783474e+00,2.8001387895664154e+00
-1.1545623779296875e-01,5.2198318481445315e-02,-1.4650938415527343e-01,1.3321349171883692e+00,4.2008165843955734e+00
-2.4507600784301756e-02,1.4555331420898437e-01,-2.0948979187011718e-01,2.2011028132064756e+00,3.0934595146860251e+00
-4.3050662994384765e-02,8.6294647216796874e-02,-1.4375588989257812e-01,1.5239570877932347e+00,4.0777332490078813e+00
3.4383792877197263e-02,1.0591052246093750e-01,-1.4700633239746094e-01,1.6113620706612355e+00,3.2965220437210769e+00
-1.1559812164306640e-01,3.6631877899169919e-02,-1.4646556091308593e-01,1.2150271020359396e+00,4.0472170824076823e+00
-2.5895830154418945e-02,1.1718983459472657e-01,-1.4656092834472656e-01,1.7365172207096424e+00,4.0401276883283295e+00
-5.2316829681396483e-02,1.1871544837951661e-02,-1.1540332794189453e-01,8.1444892938755842e-01,2.9031347431963890e+00
4.7913715362548827e-02,9.0830322265624999e-02,-1.4556935119628905e-01,1.4605669676610842e+00,2.9355022838707541e+00
-4.8393104553222654e-02,8.0755500793457030e-02,-1.4070979309082032e-01,1.4779668598519320e+00,4.0778678229615970e+00
2.9163747787475585e-02,2.0549381256103515e-02,-1.1540036773681640e-01,6.7891351192535965e-01,1.5504565602728348e+00
1.3741312026977540e-03,2.3553773880004882e-02,-1.1539997100830078e-01,7.7245469537813116e-01,2.1939218594857919e+00
1.2923893928527832e-02,1.6250652313232423e-02,-1.1539996337890625e-01,6.8560504365443209e-01,1.8050062731804344e+00
4.4818599700927733e-02,9.7293754577636712e-02,-1.4695332336425782e-01,1.5275967204471301e+00,3.0707459882088242e+00
-1.2759451293945312e-01,8.4839996337890619e-02,-1.6052369689941406e-01,1.5974502202185532e+00,4.3738334948792694e+00
-5.3758075714111328e-02,7.5557502746582031e-02,-1.3796784973144532e-01,1.4322697577010441e+00,4.0696699861142642e+00
3.5298343658447265e-02,2.4317615509033202e-02,-1.1540218353271485e-01,6.9424737941052972e-01,1.5053264392279331e+00
-8.7263671875000004e-02,2.3603216171264648e-02,-1.2843844604492188e-01,1.0231718740021420e+00,3.6432533753535545e+00
9.5706405639648436e-03,2.3796409606933595e-02,-1.1539992523193360e-01,7.5494059536751201e-01,2.0387488500942021e+00
-9.6507751464843750e-02,2.6602085113525391e-02,-1.4479856872558594e-01,1.1041201838882642e+00,3.8497156053690063e+00
-1.7509195327758791e-02,1.4292337036132813e-01,-2.1143475341796875e-01,2.2118348340792044e+00,2.9218098303901821e+00
5.3677120208740232e-03,1.6562425613403320e-02,-1.1539999389648438e-01,7.0677250267979397e-01,1.9676111529745297e+00
6.0383487701416015e-02,9.3496833801269524e-02,-1.4684326171875001e-01,1.4823401522652264e+00,2.8205561156224417e+00
-9.5222724914550777e-02,1.3036074829101563e-01,-1.8374980163574220e-01,1.9473408086712891e+00,4.1856388183795445e+00
3.9965343475341794e-02,4.1170337677001956e-02,-1.1539997863769531e-01,8.3050462502161104e-01,1.8164413316828085e+00
2.7006114959716797e-02,3.2971008300781250e-02,-1.1540196228027344e-01,7.8857757017328356e-01,1.8868244904464018e+00
-5.1574722290039066e-02,1.4760937499999999e-01,-2.0101515197753905e-01,2.1372218517652275e+00,3.6116539879924185e+00
-5.2234977722167966e-02,6.5877357482910154e-02,-1.1537395477294922e-01,1.2398253833453536e+00,3.7387626173607797e+00
-4.3939193725585940e-02,4.9745273590087888e-02,-1.1541055297851563e-01,1.0916998830782938e+00,3.4113550282609295e+00
-7.1537284851074218e-02,1.4188409423828124e-01,-1.9541839599609376e-01,2.0701954082743526e+00,3.8870441909832802e+00
-2.4980654716491701e-03,1.2617378234863280e-01,-1.4648783874511720e-01,1.7891176228595498e+00,3.8266588626285478e+00
-6.2637226104736335e-02,1.7706174850463868e-02,-1.1540424346923828e-01,8.8428214738443389e-01,3.1511284202021836e+00
-1.1626834106445312e-01,1.0957990264892578e-01,-1.7472061157226562e-01,1.7922182628684733e+00,4.3389627461776072e+00
-4.1756290435791016e-02,1.0013085174560547e-01,-1.4688893127441408e-01,1.6248938945872875e+00,4.1327286143796105e+00
-3.6356327056884769e-02,3.6616638183593751e-02,-1.1539972686767579e-01,9.6835169820002520e-01,3.0923603775267674e+00
-5.9463722229003910e-02,6.8002685546874997e-02,-1.2753482055664062e-01,1.3251110363287850e+00,3.9543638443914100e+00
5.1872779846191409e-02,8.4813858032226561e-02,-1.4451351928710937e-01,1.3943840526086642e+00,2.7827933833385634e+00
-1.0163712501525878e-02,1.4125291442871094e-01,-2.1243031311035157e-01,2.2190805702923364e+00,2.7581749731910836e+00
-6.4122016906738286e-02,1.4570776367187499e-01,-1.9595765686035158e-01,2.0940965832895135e+00,3.8126100190629284e+00
3.1754602432250978e-02,1.1300308990478515e-01,-1.4680764770507812e-01,1.6725987530395348e+00,3.3837487333352749e+00
-6.9669281005859368e-02,1.9108369827270509e-02,-1.1531455230712891e-01,9.1232969868854852e-01,3.2664909721834854e+00
4.9007244110107423e-03,1.2841926574707030e-01,-1.4647116088867188e-01,1.8025751852784704e+00,3.7512988115413974e+00
-4.6209842681884765e-02,9.3164779663085937e-02,-1.4599600219726563e-01,1.5771643523331060e+00,4.1409397131124965e+00
1.7062278747558595e-02,2.5512495040893556e-02,-1.1539985656738282e-01,7.4971349205549775e-01,1.9220139188712833e+00
-3.8128955841064453e-02,1.0769573211669922e-01,-1.4675636291503907e-01,1.6763120906024571e+00,4.1256730663706556e+00
1.7775697708129881e-02,1.4429643249511720e-01,-2.1324902343749999e-01,2.2224650583923120e+00,2.3358870916765051e+00
